,stores,chipset,time
1569,Amazon,rx6700xt,1
1570,Amazon,rx6700xt,18
1571,Amazon,rx6700xt,24
1572,Amazon,rx6700xt,51
1573,Amazon,rx6700xt,33
1574,Amazon,rx6700xt,84
1575,Amazon,rx6700xt,1
1576,Amazon,rx6700xt,9
1577,Amazon,rx6700xt,1
1578,Amazon,rx6700xt,1380
1579,Amazon,rx6700xt,1
1580,Amazon,rx6700xt,1
1581,Amazon,rx6700xt,1
1582,Amazon,rx6700xt,69
1583,Amazon,rx6700xt,9
1584,Amazon,rx6700xt,1
1585,Amazon,rx6700xt,18
1586,Amazon,rx6700xt,129
1587,Amazon,rx6700xt,138
1588,Amazon,rx6700xt,327
1589,Amazon,rx6700xt,1
1590,Amazon,rx6700xt,51
1591,Amazon,rx6700xt,19560
1592,Amazon,rx6700xt,46655
1593,Amazon,rx6700xt,429
1594,Amazon,rx6700xt,9
1595,Amazon,rx6700xt,9
1596,Amazon,rx6700xt,87
1597,Amazon,rx6700xt,1
1598,Amazon,rx6700xt,9
1599,Amazon,rx6700xt,27
1600,Amazon,rx6700xt,127
1601,Amazon,rx6700xt,18
1602,Amazon,rx6700xt,274
1603,Amazon,rx6700xt,15
1604,Amazon,rx6700xt,576
1605,Amazon,rx6700xt,33
1606,Amazon,rx6700xt,60
1607,Amazon,rx6700xt,189
1608,Amazon,rx6700xt,8991
1609,Amazon,rx6700xt,24
1610,Amazon,rx6700xt,24
1611,Amazon,rx6700xt,78
1612,Amazon,rx6700xt,36
1613,Amazon,rx6700xt,102
1614,Amazon,rx6700xt,105
1615,Amazon,rx6700xt,1362
1616,Amazon,rx6700xt,9
1617,Amazon,rx6700xt,111
1618,Amazon,rx6700xt,12245
1619,Amazon,rx6700xt,827
1620,Amazon,rx6700xt,9
1621,Amazon,rx6700xt,36
1622,Amazon,rx6700xt,33
1623,Amazon,rx6700xt,36
1624,Amazon,rx6700xt,42
1625,Amazon,rx6700xt,102
1626,Amazon,rx6700xt,1
1627,Amazon,rx6700xt,138
1628,Amazon,rx6700xt,1
1629,Amazon,rx6700xt,21336
1630,Amazon,rx6700xt,111
1631,Amazon,rx6700xt,78
1632,Amazon,rx6700xt,1
1633,Amazon,rx6700xt,111
1634,Amazon,rx6700xt,267
1635,Amazon,rx6700xt,69
1636,Amazon,rx6700xt,9
1637,Amazon,rx6700xt,1
1638,Amazon,rx6700xt,9
1639,Amazon,rx6700xt,138
1640,Amazon,rx6700xt,6
1641,Amazon,rx6700xt,111
1642,Amazon,rx6700xt,33
1643,Amazon,rx6700xt,1
1644,Amazon,rx6700xt,69
1645,Amazon,rx6700xt,249
1646,Amazon,rx6700xt,33
1647,Amazon,rx6700xt,33
1648,Amazon,rx6700xt,111
1649,Amazon,rx6700xt,1
1650,Amazon,rx6700xt,69
1651,Amazon,rx6700xt,42
1652,Amazon,rx6700xt,33
1653,Amazon,rx6700xt,306
1654,Amazon,rx6700xt,444
1655,Amazon,rx6700xt,171
1656,Amazon,rx6700xt,84
1657,Amazon,rx6700xt,462
1658,Amazon,rx6700xt,6
1659,Amazon,rx6700xt,69
1660,Amazon,rx6700xt,711
1661,Amazon,rx6700xt,51
1662,Amazon,rx6700xt,351
1663,Amazon,rx6700xt,24
1664,Amazon,rx6700xt,1413
1665,Amazon,rx6700xt,198
1666,Amazon,rx6700xt,369
1667,Amazon,rx6700xt,162
1668,Amazon,rx6700xt,54
1669,Amazon,rx6700xt,249
1670,Amazon,rx6700xt,471
1671,Amazon,rx6700xt,2013
1672,Amazon,rx6700xt,213
1673,Amazon,rx6700xt,2193
1674,Amazon,rx6700xt,693
1675,Amazon,rx6700xt,231
1676,Amazon,rx6700xt,933
1677,Amazon,rx6700xt,1140
1678,Amazon,rx6700xt,549
1679,Amazon,rx6700xt,573
1680,Amazon,rx6700xt,51
1681,Amazon,rx6700xt,1
1682,Amazon,rx6700xt,1
1683,Amazon,rx6700xt,135
1684,Amazon,rx6700xt,15
1685,Amazon,rx6700xt,1
1686,Amazon,rx6700xt,111
1687,Amazon,rx6700xt,1200
1688,Amazon,rx6700xt,1287
1689,Amazon,rx6700xt,573
1690,Amazon,rx6700xt,480
1691,Amazon,rx6700xt,1
1692,Amazon,rx6700xt,1
1693,Amazon,rx6700xt,9
1694,Amazon,rx6700xt,204
1695,Amazon,rx6700xt,129
1696,Amazon,rx6700xt,540
1697,Amazon,rx6700xt,1860
1698,Amazon,rx6700xt,753
1699,Amazon,rx6700xt,9
1700,Amazon,rx6700xt,2562
1701,Amazon,rx6700xt,93
1702,Amazon,rx6700xt,1533
1703,Amazon,rx6700xt,2256
1704,Amazon,rx6700xt,2520
1705,Amazon,rx6700xt,6
1706,Amazon,rx6700xt,129
1707,Amazon,rx6700xt,1
1708,Amazon,rx6700xt,966
1709,Amazon,rx6700xt,324
1710,Amazon,rx6700xt,84
1711,Amazon,rx6700xt,231
1712,Amazon,rx6700xt,84
1713,Amazon,rx6700xt,1
1714,Amazon,rx6700xt,60
1715,Amazon,rx6700xt,51
1716,Amazon,rx6700xt,33
1717,Amazon,rx6700xt,51
1718,Amazon,rx6700xt,216
1719,Amazon,rx6700xt,33
1720,Amazon,rx6700xt,48840
1721,Amazon,rx6700xt,402
1722,Amazon,rx6700xt,51
1723,Amazon,rx6700xt,9
1724,Amazon,rx6700xt,1
1725,Amazon,rx6700xt,258
1726,Amazon,rx6700xt,1
1727,Amazon,rx6700xt,9
1728,Amazon,rx6700xt,1
1729,Amazon,rx6700xt,18
1730,Amazon,rx6700xt,9
1731,Amazon,rx6700xt,51
1732,Amazon,rx6700xt,33
1733,Amazon,rx6700xt,1
1734,Amazon,rx6700xt,33
1735,Amazon,rx6700xt,60
1736,Amazon,rx6700xt,34
1737,Amazon,rx6700xt,9
1738,Amazon,rx6700xt,75
1739,Amazon,rx6700xt,1
1740,Amazon,rx6700xt,69
1741,Amazon,rx6700xt,1
1742,Amazon,rx6700xt,1303
1743,Amazon,rx6700xt,9
1744,Amazon,rx6700xt,9
1745,Amazon,rx6700xt,78
1746,Amazon,rx6700xt,135
1747,Amazon,rx6700xt,33
1748,Amazon,rx6700xt,60
1749,Amazon,rx6800xt,497
1750,Amazon,rx6800xt,180
1751,Amazon,rx6800xt,240
1752,Amazon,rx6800xt,1277
1753,Amazon,rx6800xt,70
1754,Amazon,rx6800xt,16242
1755,Amazon,rx6800xt,22913
1756,Amazon,rx6800xt,1165
1757,Amazon,rx6800xt,29033
1758,Amazon,rx6800xt,85
1759,Amazon,rx6800xt,7
1760,Amazon,rx6800xt,18
1761,Amazon,rx6800xt,29848
1762,Amazon,rx6800xt,25094
1763,Amazon,rx6800xt,29848
1764,Amazon,rx6800xt,5654
1765,Amazon,rx6800xt,29848
1766,Amazon,rx6800xt,13567
1767,Amazon,rx6800xt,35
1768,Amazon,rx6800xt,430
1769,Amazon,rx6800xt,9159
1770,Amazon,rx6800xt,11425
1771,Amazon,rx6800xt,11760
1772,Amazon,rx6800xt,12346
1773,Amazon,rx6800xt,1
1774,Amazon,rx6800xt,374
1775,Amazon,rx6800xt,169
1776,Amazon,rx6800xt,925
1777,Amazon,rx6800xt,967
1778,Amazon,rx6800xt,1
1779,Amazon,rx6800xt,360
1780,Amazon,rx6800xt,130
1781,Amazon,rx6800xt,360
1782,Amazon,rx6800xt,508
1783,Amazon,rx6800xt,2792
1784,Amazon,rx6800xt,1102
1785,Amazon,rx6800xt,625
1786,Amazon,rx6800xt,30844
1787,Amazon,rx6800xt,773
1788,Amazon,rx6800xt,300
1789,Amazon,rx6800xt,187
1790,Amazon,rx6800xt,894
1791,Amazon,rx6800xt,533
1792,Amazon,rx6800xt,57773
1793,Amazon,rx6800xt,159
1794,Amazon,rx6800xt,133
1795,Amazon,rx6800xt,713
1796,Amazon,rx6800xt,8400
1797,Amazon,rx6800xt,1
1798,Amazon,rx6800xt,1
1799,Amazon,rx6800xt,1599
1800,Amazon,rx6800xt,314
1801,Amazon,rx6800xt,967
1802,Amazon,rx6800xt,53220
1803,Amazon,rx6800xt,208
1804,Amazon,rx6800xt,4
1805,Amazon,rx6800xt,3035
1806,Amazon,rx6800xt,1
1807,Amazon,rx6800xt,1814
1808,Amazon,rx6800xt,114
1809,Amazon,rx6800xt,865
1810,Amazon,rx6800xt,1
1811,Amazon,rx6800xt,2175
1812,Amazon,rx6800xt,4402
1813,Amazon,rx6800xt,1
1814,Amazon,rx6800xt,1
1815,Amazon,rx6800xt,399
1816,Amazon,rx6800xt,22
1817,Amazon,rx6800xt,1
1818,Amazon,rx6800xt,328
1819,Amazon,rx6800xt,1
1820,Amazon,rx6800xt,6173
1821,Amazon,rx6800xt,99
1822,Amazon,rx6800xt,307
1823,Amazon,rx6800xt,127
1824,Amazon,rx6800xt,14
1825,Amazon,rx6800xt,632
1826,Amazon,rx6800xt,247
1827,Amazon,rx6800xt,6
1828,Amazon,rx6800xt,10
1829,Amazon,rx6800xt,95
1830,Amazon,rx6800xt,900
1831,Amazon,rx6800xt,466
1832,Amazon,rx6800xt,1052
1833,Amazon,rx6800xt,233
1834,Amazon,rx6800xt,17
1835,Amazon,rx6800xt,46
1836,Amazon,rx6800xt,18
1837,Amazon,rx6800xt,2280
1838,Amazon,rx6800xt,1
1839,Amazon,rx6800xt,21
1840,Amazon,rx6800xt,25
1841,Amazon,rx6800xt,4
1842,Amazon,rx6800xt,1
1843,Amazon,rx6800xt,60
1844,Amazon,rx6800xt,1
1845,Amazon,rx6800xt,11
1846,Amazon,rx6800xt,113
1847,Amazon,rx6800xt,28
1848,Amazon,rx6800xt,106
1849,Amazon,rx6800xt,7
1850,Amazon,rx6800xt,1
1851,Amazon,rx6800xt,1
1852,Amazon,rx6800xt,159
1853,Amazon,rx6800xt,807
1854,Amazon,rx6800xt,10
1855,Amazon,rx6800xt,1
1856,Amazon,rx6800xt,28
1857,Amazon,rx6800xt,7
1858,Amazon,rx6800xt,458
1859,Amazon,rx6800xt,25
1860,Amazon,rx6800xt,1
1861,Amazon,rx6800xt,1680
1862,Amazon,rx6800xt,7
1863,Amazon,rx6800xt,1
1864,Amazon,rx6800xt,1
1865,Amazon,rx6800xt,1
1866,Amazon,rx6800xt,28
1867,Amazon,rx6800xt,28
1868,Amazon,rx6800xt,81
1869,Amazon,rx6800xt,1
1870,Amazon,rx6800xt,21
1871,Amazon,rx6800xt,8
1872,Amazon,rx6800xt,1
1873,Amazon,rx6800xt,77
1874,Amazon,rx6800xt,1
1875,Amazon,rx6800xt,53
1876,Amazon,rx6800xt,1
1877,Amazon,rx6800xt,413
1878,Amazon,rx6800xt,174
1879,Amazon,rx6800xt,113
1880,Amazon,rx6800xt,1
1881,Amazon,rx6800xt,240
1882,Amazon,rx6800xt,28
1883,Amazon,rx6800xt,565
1884,Amazon,rx6800xt,1
1885,Amazon,rx6800xt,1
1886,Amazon,rx6800xt,1
1887,Amazon,rx6800xt,5717
1888,Amazon,rx6800xt,7066
1889,Amazon,rx6800xt,1
1890,Amazon,rx6800xt,1
1891,Amazon,rx6800xt,1
1892,Amazon,rx6800xt,28
1893,Amazon,rx6800xt,1
1894,Amazon,rx6800xt,25
1895,Amazon,rx6800xt,1
1896,Amazon,rx6800xt,259
1897,Amazon,rx6800xt,1
1898,Amazon,rx6800xt,1
1899,Amazon,rx6800xt,1
1900,Amazon,rx6800xt,1
1901,Amazon,rx6800xt,6
1902,Amazon,rx6800xt,14
1903,Amazon,rx6800xt,1
1904,Amazon,rx6800xt,165
1905,Amazon,rx6800xt,138
1906,Amazon,rx6800xt,7
1907,Amazon,rx6800xt,7
1908,Amazon,rx6800xt,53
1909,Amazon,rx6800xt,32
1910,Amazon,rx6800xt,1
1911,Amazon,rx6800xt,17
1912,Amazon,rx6800xt,8
1913,Amazon,rx6800xt,7
1914,Amazon,rx6800xt,7
1915,Amazon,rx6800xt,11
1916,Amazon,rx6800xt,95
1917,Amazon,rx6800xt,46
1918,Amazon,rx6800xt,7
1919,Amazon,rx6800xt,7
1920,Amazon,rx6800xt,1
1921,Amazon,rx6800xt,22
1922,Amazon,rx6800xt,1
1923,Amazon,rx6800xt,6
1924,Amazon,rx6800xt,4793
1925,Amazon,rx6800xt,1
1926,Amazon,rx6800xt,32
1927,Amazon,rx6800xt,53
1928,Amazon,rx6800xt,38
1929,Amazon,rx6800xt,1
1930,Amazon,rx6800xt,1
1931,Amazon,rx6800xt,3367
1932,Amazon,rx6800xt,427
1933,Amazon,rx6800xt,1
1934,Amazon,rx6800xt,32
1935,Amazon,rx6800xt,1
1936,Amazon,rx6800xt,7
1937,Amazon,rx6800xt,7
1938,Amazon,rx6800xt,1
1939,Amazon,rx6800xt,465
1940,Amazon,rx6800xt,7
1941,Amazon,rx6800xt,7
1942,Amazon,rx6800xt,1
1943,Amazon,rx6800xt,1
1944,Amazon,rx6800xt,127
1945,Amazon,rx6800xt,7
1946,Amazon,rx6800xt,7
1947,Amazon,rx6800xt,145
1948,Amazon,rx6800xt,7
1949,Amazon,rx6800xt,14
1950,Amazon,rx6800xt,1
1951,Amazon,rx6800xt,33
1952,Amazon,rx6800xt,21
1953,Amazon,rx6800xt,39
1954,Amazon,rx6800xt,39
1955,Amazon,rx6800xt,14
1956,Amazon,rx6800xt,275
1957,Amazon,rx6800xt,1
1958,Amazon,rx6800xt,120
1959,Amazon,rx6800xt,1
1960,Amazon,rx6800xt,7
1961,Amazon,rx6800xt,7
1962,Amazon,rx6800xt,1
1963,Amazon,rx6800xt,1
1964,Amazon,rx6800xt,434
1965,Amazon,rx6800xt,1
1966,Amazon,rx6800xt,39702
1967,Amazon,rx6800xt,1
1968,Amazon,rx6800xt,1
1969,Amazon,rx6800xt,1
1970,Amazon,rx6800xt,5040
1971,Amazon,rx6800xt,1
1972,Amazon,rx6800xt,32
1973,Amazon,rx6800xt,1595
1974,Amazon,rx6800xt,1
1975,Amazon,rx6800xt,1
1976,Amazon,rx6800xt,1
1977,Amazon,rx6800xt,133
1978,Amazon,rx6800xt,1
1979,Amazon,rx6800xt,1
1980,Amazon,rx6800xt,1
1981,Amazon,rx6800xt,28
1982,Amazon,rx6800xt,1
1983,Amazon,rx6800xt,39
1984,Amazon,rx6800xt,18
1985,Amazon,rx6800xt,120
1986,Amazon,rx6800xt,60
1987,Amazon,rx6800xt,31
1988,Amazon,rx6800xt,42
1989,Amazon,rx6800xt,133
1990,Amazon,rx6800xt,1
1991,Amazon,rx6800xt,8
1992,Amazon,rx6800xt,93
1993,Amazon,rx6800xt,145
1994,Amazon,rx6800xt,1
1995,Amazon,rx6800xt,85
1996,Amazon,rx6800xt,1
1997,Amazon,rx6800xt,7
1998,Amazon,rx6800xt,1
1999,Amazon,rx6800xt,367
2000,Amazon,rx6800xt,1
2001,Amazon,rx6800xt,2354
2002,Amazon,rx6800xt,1185
2003,Amazon,rx6800xt,3798
2004,Amazon,rx6800xt,3659
2005,Amazon,rx6800xt,1
2006,Amazon,rx6800xt,17671
2007,Amazon,rx6800xt,14952
2008,Amazon,rx6800xt,1
2009,Amazon,rx6800xt,1
2010,Amazon,rx6800xt,1
2011,Amazon,rx6800xt,1
2012,Amazon,rx6800xt,1
2013,Amazon,rx6900xt,1
2014,BestBuy,rx6900xt,251
2015,Amazon,rx6900xt,275
2016,BestBuy,rx6900xt,371
2017,Amazon,rx6900xt,7391
2018,Amazon,rx6900xt,22895
2019,Amazon,rx6900xt,22895
2020,BestBuy,rx6900xt,9071
2021,Amazon,rx6900xt,24780
2022,BestBuy,rx6900xt,1260
2023,Amazon,rx6900xt,1295
2024,Amazon,rx6900xt,96
2025,Amazon,rx6900xt,456
2026,Amazon,rx6900xt,1
2027,BestBuy,rx6900xt,4116
2028,Amazon,rx6900xt,19980
2029,Amazon,rx6900xt,5616
2030,Amazon,rx6900xt,29820
2031,Amazon,rx6900xt,29820
2032,Amazon,rx6900xt,5640
2033,Amazon,rx6900xt,29820
2034,Amazon,rx6900xt,26820
2035,Amazon,rx6900xt,1151
2036,Amazon,rx6900xt,3011
2037,Amazon,rx6900xt,480
2038,Amazon,rx6900xt,6180
2039,Amazon,rx6900xt,864
2040,Amazon,rx6900xt,191
2041,Amazon,rx6900xt,1020
2042,Amazon,rx6900xt,84
2043,Amazon,rx6900xt,455
2044,Amazon,rx6900xt,18960
2045,Amazon,rx6900xt,131
2046,Amazon,rx6900xt,1
2047,Amazon,rx6900xt,1
2048,Amazon,rx6900xt,96
2049,Amazon,rx6900xt,131
2050,Amazon,rx6900xt,1175
2051,Amazon,rx6900xt,2280
2052,Amazon,rx6900xt,6431
2053,Amazon,rx6900xt,1620
2054,Amazon,rx6900xt,564
2055,Amazon,rx6900xt,35675
2056,Amazon,rx6900xt,42851
2057,Amazon,rx6900xt,42851
2058,Amazon,rx6900xt,9731
2059,Amazon,rx6900xt,42851
2060,Amazon,rx6900xt,42851
2061,Amazon,rx6900xt,2531
2062,BestBuy,rx6900xt,51576
2063,Amazon,rx6900xt,15551
2064,Amazon,rx6900xt,240
2065,BestBuy,rx6900xt,85
2066,BestBuy,rx6900xt,204
2067,BestBuy,rx6900xt,264
2068,BestBuy,rx6900xt,1
2069,BestBuy,rx6900xt,11
2070,BestBuy,rx6900xt,1
2071,BestBuy,rx6900xt,180
2072,BestBuy,rx6900xt,1
2073,BestBuy,rx6900xt,180
2074,BestBuy,rx6900xt,540
2075,Amazon,rx6900xt,3096
2076,Amazon,rx6900xt,43260
2077,Amazon,rx6900xt,2664
2078,Amazon,rx6900xt,275
2079,Amazon,rx6900xt,625
2080,Amazon,rx6900xt,60
2081,Amazon,rx6900xt,169
2082,BestBuy,rx6900xt,16091
2083,Amazon,rx6900xt,49211
2084,Amazon,rx6900xt,49211
2085,Amazon,rx6900xt,456
2086,Amazon,rx6900xt,35
2087,Amazon,rx6900xt,469
2088,Amazon,rx6900xt,11
2089,Amazon,rx6900xt,35
2090,Amazon,rx6900xt,85
2091,Amazon,rx6900xt,180
2092,Amazon,rx6900xt,1
2093,Amazon,rx6900xt,25
2094,Amazon,rx6900xt,156
2095,Amazon,rx6900xt,420
2096,Amazon,rx6900xt,24
2097,Amazon,rx6900xt,49
2098,Amazon,rx6900xt,505
2099,Amazon,rx6900xt,505
2100,Amazon,rx6900xt,109
2101,Amazon,rx6900xt,1320
2102,Amazon,rx6900xt,120
2103,Amazon,rx6900xt,1
2104,Amazon,rx6900xt,1
2105,Amazon,rx6900xt,11
2106,Amazon,rx6900xt,780
2107,Amazon,rx6900xt,60
2108,Amazon,rx6900xt,851
2109,Amazon,rx6900xt,11
2110,Amazon,rx6900xt,61980
2111,Amazon,rx6900xt,24
2112,Amazon,rx6900xt,78000
2113,Amazon,rx6900xt,911
2114,Amazon,rx6900xt,1620
2115,Amazon,rx6900xt,95
2116,Amazon,rx6900xt,96
2117,Amazon,rx6900xt,1200
2118,Amazon,rx6900xt,215
2119,Amazon,rx6900xt,36
2120,Amazon,rx6900xt,1
2121,Amazon,rx6900xt,36
2122,Amazon,rx6900xt,35
2123,Amazon,rx6900xt,1
2124,Amazon,rx6900xt,32771
2125,Amazon,rx6900xt,1
2126,Amazon,rx6900xt,25
2127,Amazon,rx6900xt,1
2128,Amazon,rx6900xt,324
2129,Amazon,rx6900xt,36
2130,Amazon,rx6900xt,1
2131,Amazon,rx6900xt,1
2132,Amazon,rx6900xt,349
2133,Amazon,rx6900xt,27431
2134,Amazon,rx6900xt,35016
2135,Amazon,rx6900xt,121356
2136,Amazon,rx6900xt,1
2137,Amazon,rx6900xt,71
2138,Amazon,rx6900xt,145
2139,Amazon,rx6900xt,180
2140,Amazon,rx6900xt,120
2141,Amazon,rx6900xt,25
2142,Amazon,rx6900xt,35
2143,Amazon,rx6900xt,25
2144,Amazon,rx6900xt,95
2145,Amazon,rx6900xt,431
2146,Amazon,rx6900xt,36
2147,Amazon,rx6900xt,49
2148,Amazon,rx6900xt,1
2149,Amazon,rx6900xt,1
2150,Amazon,rx6900xt,11
2151,Amazon,rx6900xt,36
2152,Amazon,rx6900xt,1
2153,Amazon,rx6900xt,1
2154,Amazon,rx6900xt,1
2155,Amazon,rx6900xt,8124
2156,Amazon,rx6900xt,1
2157,Amazon,rx6900xt,25
2158,Amazon,rx6900xt,1
2159,Amazon,rx6900xt,1
2160,Amazon,rx6900xt,84
2161,Amazon,rx6900xt,120
2162,Amazon,rx6900xt,180
2163,Amazon,rx6900xt,1175
2164,Amazon,rx6900xt,1
2165,Amazon,rx6900xt,11
2166,Amazon,rx6900xt,1
2167,Amazon,rx6900xt,1
2168,Amazon,rx6900xt,1
2169,Amazon,rx6900xt,60
2170,Amazon,rx6900xt,1
2171,Amazon,rx6900xt,35
2172,Amazon,rx6900xt,1
2173,Amazon,rx6900xt,36
2174,Amazon,rx6900xt,95
2175,Amazon,rx6900xt,11
2176,Amazon,rx6900xt,96
2177,Amazon,rx6900xt,25
2178,Amazon,rx6900xt,95
2179,Amazon,rx6900xt,95
2180,Amazon,rx6900xt,85
2181,Amazon,rx6900xt,145
2182,Amazon,rx6900xt,1
2183,Amazon,rx6900xt,191
2184,Amazon,rx6900xt,25
2185,Amazon,rx6900xt,1
2186,Amazon,rx6900xt,240
2187,Amazon,rx6900xt,1
2188,Amazon,rx6900xt,1
2189,Amazon,rx6900xt,336
2190,Amazon,rx6900xt,180
2191,Amazon,rx6900xt,371
2192,Amazon,rx6900xt,420
2193,Amazon,rx6900xt,1
2194,Amazon,rx6900xt,1
2195,Amazon,rx6900xt,11
2196,Amazon,rx6900xt,1
2197,Amazon,rx6900xt,4115
2198,Amazon,rx6900xt,11
2199,Amazon,rx6900xt,2544
2200,Amazon,rx6900xt,1
2201,Amazon,rx6900xt,971
2202,Amazon,rx6900xt,2651
2203,Amazon,rx6900xt,11
2204,Amazon,rx6900xt,1
2205,Amazon,rx6900xt,960
2206,Amazon,rx6900xt,109
2207,Amazon,rx6900xt,24
2208,Amazon,rx6900xt,565
2209,Amazon,rx6900xt,336
2210,Amazon,rx6900xt,71
2211,Amazon,rx6900xt,11
2212,Amazon,rx6900xt,1
2213,Amazon,rx6900xt,79
2214,Amazon,rx6900xt,127
2215,Amazon,rx6900xt,67
2216,Amazon,rx6900xt,17
2217,Amazon,rx6900xt,1
2218,Amazon,rx6900xt,60
2219,Amazon,rx6900xt,1
2220,Amazon,rx6900xt,1
2221,Amazon,rx6900xt,7
2222,Amazon,rx6900xt,7
2223,Amazon,rx6900xt,1
2224,Amazon,rx6900xt,84
2225,Amazon,rx6900xt,1
2226,Amazon,rx6900xt,1
2227,Amazon,rx6900xt,1
2228,Amazon,rx6900xt,1
2229,Amazon,rx6900xt,1
2230,Amazon,rx6900xt,161
2231,Amazon,rx6900xt,1
2232,Amazon,rx6900xt,1
2233,Amazon,rx6900xt,1
2234,Amazon,rx6900xt,180
2235,Amazon,rx6900xt,53664
2236,Amazon,rx6900xt,69991
2237,Amazon,rx6900xt,88591
2238,Amazon,rx6900xt,100496
2239,Amazon,rx6900xt,100496
2240,Amazon,rx6900xt,71671
2241,Amazon,rx6900xt,18789
2242,Amazon,rx6900xt,18789
2243,Amazon,rx6900xt,18789
2244,Amazon,rx6900xt,29940
2245,Amazon,rx6900xt,29940
2246,Amazon,rx6900xt,85
2247,Amazon,rx6900xt,85
2248,Amazon,rx6900xt,19444
2249,Amazon,rx6900xt,1
2250,Amazon,rx6900xt,1
2251,Amazon,rx6900xt,1
2252,Amazon,rx6900xt,60780
2253,Amazon,rx6900xt,4087
2254,Amazon,rx6900xt,43170
2255,Amazon,rx6900xt,5511
2256,Amazon,rx6900xt,5511
2257,Amazon,rx6900xt,635
2258,Amazon,rx6900xt,635
2259,Amazon,rx6900xt,1
2260,Amazon,rx6900xt,1
2261,Amazon,rx6900xt,1
2262,Amazon,rx6900xt,3
2263,Amazon,rx6900xt,1
2264,Amazon,rx6900xt,4
2265,Amazon,rx6900xt,6
2266,Amazon,rx6900xt,1
2267,Amazon,rx6900xt,1
2268,Amazon,rx6900xt,73
